Sütun1;id;fiyat;oda_salon_sayisi;net_m2;bina_yasi;isinma_tipi;krediye_uygunluk;bulundugu_kat;banyo_sayisi;ilce;nüfus;eðitim;okuma_yazma_bilmeyen
227;227;360000;4;105;25;Kombi;Uygun;Kot 2;1;Keçiören;938565;Lise;1,43
2436;2436;647000;5;160;10;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
2568;2568;275000;4;130;10;Kombi;Uygun;1. Kat;1;Sincan;549108;Lise;1,44
653;653;1100000;5;200;3;Merkezi(PayÖlçer);Uygun;11. Kat;2;Keçiören;938565;Lise;1,43
2543;2543;207000;4;90;30;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
4382;4382;970000;5;160;6;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
1482;1482;8850000;8;532;6;Merkezi;Uygun;6. Kat;6;Çankaya;925828;Lisans;0,7
3334;3334;2100000;5;196;2;Merkezi(PayÖlçer);Uygun;15. Kat;2;Çankaya;925828;Lisans;0,7
1343;1343;412000;4;115;22;Kombi;Uygun;1. Kat;1;Keçiören;;Lise;1,43
4771;4771;615000;5;140;0;Merkezi(PayÖlçer);Uygun;6. Kat;2;Sincan;549108;Lise;1,44
198;198;240000;4;95;25;Kombi;Uygun;Giriþ Katý;1;Keçiören;938565;Lise;1,43
3814;3814;425000;3;90;35;Kombi;Uygun;8. Kat;1;Keçiören;938565;Lise;1,43
3684;3684;345000;4;110;19;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
3543;3543;400000;3;80;35;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
3364;3364;2299000;4;138;12;Merkezi(PayÖlçer);Uygun;21 ve üzeri;2;Çankaya;925828;Lisans;0,7
3741;3741;1000;4;140;0;Kombi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
4590;4590;620000;2;75;2;Merkezi(PayÖlçer);Uygun;13. Kat;1;Keçiören;938565;Lise;1,43
1555;1555;660000;4;140;15;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
2966;2966;205000;3;80;40;Kombi;Uygun;Giriþ Katý;1;Çankaya;925828;Lisans;0,7
1597;1597;575000;3;75;0;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
1641;1641;1380000;5;165;2;Merkezi(PayÖlçer);Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
4356;4356;285000;4;115;21;Kombi;Uygun;En Üst Kat;1;Sincan;549108;Lise;1,44
1957;1957;970000;4;110;1;Kombi;Uygun;Yüksek Giriþ;21;Çankaya;925828;Lisans;0,7
2525;2525;650000;6;220;12;Kombi;Uygun;2. Kat;3;Çankaya;925828;Lisans;0,7
3585;3585;875000;5;220;0;Kombi;Uygun;2. Kat;3;Keçiören;938565;Lise;1,43
3199;3199;1300000;5;175;0;Merkezi(PayÖlçer);Uygun;12. Kat;2;Keçiören;938565;Lise;1,43
4926;4926;820000;4;120;25;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
4338;4338;2550000;6;225;0;Merkezi(PayÖlçer);Uygun;2. Kat;4;Çankaya;925828;Lisans;0,7
3520;3520;299000;4;115;7;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
1573;1573;160000;4;100;20;Kombi;Uygun;1. Kat;1;Sincan;549108;Lise;1,44
521;521;1950000;5;200;3;Merkezi(PayÖlçer);Uygun;4. Kat;2;Keçiören;938565;Lise;1,43
2485;2485;275000;3;90;21;Kombi;Uygun;Kot 1;2;Çankaya;925828;Lisans;0,7
8;8;440000;4;120;0;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
2902;2902;545000;4;120;35;Merkezi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
2715;2715;375000;4;120;1;Kombi;Uygun;Giriþ Katý;1;Çankaya;925828;Lisans;0,7
1958;1958;1400000;5;170;6;Merkezi(PayÖlçer);Uygun;Ara Kat;2;Keçiören;938565;Lise;1,43
2606;2606;385000;3;115;22;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
2712;2712;459000;5;160;6;Kombi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
894;894;268000;3;95;25;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
2033;2033;259000;4;115;21;Kombi;Uygun;1. Kat;1;Sincan;549108;Lise;1,44
3668;3668;265000;4;110;25;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
2429;2429;385000;3;90;28;Merkezi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
1385;1385;149000;4;110;30;Kombi;Uygun;Giriþ Katý;1;Sincan;549108;Lise;1,44
838;838;269000;4;100;6;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
2223;2223;2050000;7;350;12;Merkezi(PayÖlçer);Uygun;15. Kat;2;Keçiören;938565;Lise;1,43
191;191;465000;4;125;28;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
1115;1115;450000;4;120;15;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
929;929;535000;2;58;1;Kombi;Uygun;Zemin;1;Keçiören;938565;Lise;1,43
1650;1650;490000;3;100;4;Kombi;Uygun;4. Kat;2;Keçiören;938565;Lise;1,43
403;403;1400000;5;152;0;Merkezi(PayÖlçer);Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
4275;4275;1500000;5;150;0;Kombi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
3957;3957;965000;4;135;18;Merkezi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
78;78;475000;4;115;25;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
1449;1449;4,45E+05;3;75;1;Merkezi(PayÖlçer);Uygun;Giriþ Katý;2;Keçiören;938565;Lise;1,43
1244;1244;765000;8;230;35;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3074;3074;545000;4;120;22;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
3818;3818;265000;4;130;20;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
3798;3798;459000;4;125;13;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
4282;4282;725000;3;80;5;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
2599;2599;285000;3;115;10;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
315;315;280000;2;55;40;Kombi;Uygun deðil;Giriþ Katý;1;Keçiören;938565;Lise;1,43
1893;1893;1245000;5;140;1;Kombi;Uygun;Yüksek Giriþ;2;Çankaya;925828;Lisans;0,7
3347;3347;1450000;33;185;0;Merkezi(PayÖlçer);Uygun;2. Kat;2;Keçiören;938565;Lise;1,43
2506;2506;550000;4;145;0;Merkezi(PayÖlçer);Uygun;1. Kat;2;Çankaya;925828;Lisans;0,7
4696;4696;1750000;7;330;15;Merkezi(PayÖlçer);Uygun;10. Kat;2;Çankaya;925828;Lisans;0,7
769;769;285000;4;120;20;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
972;972;449000;4;110;25;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
3069;3069;525000;5;150;0;Kombi;Uygun;2. Kat;2;Sincan;549108;Lise;1,44
1837;1837;1450000;6;260;12;Kombi;Uygun;8. Kat;3;Keçiören;938565;Lise;1,43
862;862;6,00E+05;4;-21;25;Kombi;Uygun;9. Kat;1;Keçiören;938565;Lise;1,43
2743;2743;415000;4;130;15;Kombi;Uygun;Yüksek Giriþ;2;Keçiören;938565;Lise;1,43
1938;1938;395000;3;110;35;Merkezi;Uygun;Teras Katý;1;Çankaya;925828;Lisans;0,7
863;863;620000;4;130;30;Merkezi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
2253;2253;345000;4;110;25;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
2786;2786;1600000;5;190;0;Kombi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
3877;3877;265000;3;100;20;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
3352;3352;125000;3;90;15;Kombi;Uygun deðil;Yüksek Giriþ;1;Sincan;549108;Lise;1,44
2070;2070;995000;5;175;10;Merkezi;Uygun;4. Kat;2;Keçiören;938565;Lise;1,43
4377;4377;625000;4;115;35;Merkezi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
612;612;390000;4;90;30;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
3923;3923;385000;4;125;1;Kombi;Uygun;2. Kat;2;Sincan;549108;Lise;1,44
637;637;449000;3;100;20;Merkezi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
3864;3864;365000;;120;22;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
3282;3282;1250000;3;100;1;Merkezi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
4108;4108;285000;3;105;20;Kombi;Uygun;Giriþ Katý;1;Çankaya;925828;Lisans;0,7
1628;1628;649000;3;140;0;Kombi;Uygun;En Üst Kat;2;Çankaya;925828;Lisans;0,7
2069;2069;480000;4;92;0;Kombi;Uygun;1. Kat;2;Sincan;549108;Lise;1,44
1469;1469;339000;3;69;40;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
2173;2173;248000;4;120;7;Kombi;Uygun;Kot 1;2;Çankaya;925828;Lisans;0,7
4038;4038;575000;4;125;18;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
4180;4180;2,85E+05;4;115;23;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
35;35;585000;4;135;22;Merkezi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
422;422;455000;4;110;28;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
3940;3940;243000;4;115;20;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
595;595;550000;3;70;0;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3648;3648;2000000;5;180;0;Kombi;Uygun;1. Kat;2;Çankaya;925828;Lisans;0,7
3428;3428;310000;3;70;35;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
2528;2528;294000;4;120;25;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
3291;3291;325000;6;230;5;Kombi;Uygun;3. Kat;1;Sincan;549108;liS3;1,44
4729;4729;189000;2;65;8;Kombi;Uygun;Kot 2;1;Keçiören;938565;Lise;1,43
4365;4365;205000;4;115;28;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
2501;2501;479000;4;120;25;Kombi;Uygun;2. Kat;2;Çankaya;925828;Lisans;0,7
4665;4665;1695000;6;420;2;Merkezi(PayÖlçer);Uygun;21 ve üzeri;4;Çankaya;925828;Lisans;0,7
4385;4385;8,55E+05;5;150;12;Kombi;Uygun;11. Kat;2;Keçiören;938565;Lise;1,43
2444;2444;2180000;8;300;9;Merkezi;Uygun;12. Kat;4;Çankaya;925828;Lisans;0,7
97;97;585000;5;200;9;Merkezi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
3107;3107;380000;4;110;0;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
3115;3115;348000;3;90;25;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
404;404;9,50E+05;7;250;11;Kombi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
2629;2629;625000;4;120;10;Kombi;Uygun;Ara Kat;2;Çankaya;925828;Lisans;0,7
1773;1773;2,80E+05;2;40;0;Kombi;Uygun;Giriþ Katý;1;Keçiören;938565;Lise;1,43
4010;4010;625000;4;130;35;Merkezi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3704;3704;900000;5;149;17;Merkezi;Uygun;1. Kat;2;Çankaya;925828;Lisans;0,7
4309;4309;410000;6;180;6;Kombi;Uygun;4. Kat;2;Mamak;669465;Lise;1,9
3652;3652;173000;4;85;25;Kombi;Uygun;Bahçe Katý;1;Çankaya;925828;Lisans;0,7
2373;2373;199000;3;85;25;Kombi;Uygun;Giriþ Katý;1;Çankaya;925828;Lisans;0,7
2176;2176;713000;5;150;35;Merkezi;Uygun;4. Kat;1;Çankaya;925828;Lisans;0,7
3993;3993;4,85E+05;4;150;50;Merkezi;Uygun;4. Kat;1;Çankaya;925828;Lisans;0,7
4033;4033;;3;90;30;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
3241;3241;490000;4;-10;0;Merkezi(PayÖlçer);Uygun;3. Kat;2;Sincan;549108;Lise;1,44
3682;3682;645000;5;150;6;Kombi;Uygun;Yüksek Giriþ;2;Çankaya;925828;Lisans;0,7
4652;4652;425000;3;110;20;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
4518;4518;322000;4;125;0;Kombi;Uygun;2. Kat;1;Mamak;669465;Lise;1,9
1231;1231;268000;4;125;2;Kombi;Uygun;1. Kat;1;Mamak;669465;Lise;1,9
1541;1541;215000;4;110;25;Merkezi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
3233;3233;739000;5;130;35;Merkezi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
2088;2088;350000;4;100;0;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
4712;4712;640000;4;110;30;Kombi;Uygun;En Üst Kat;1;Keçiören;938565;Lise;1,43
738;738;745000;4;130;14;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
1997;1997;300000;4;90;25;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
991;991;349000;4;115;25;Merkezi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
3674;3674;375000;4;100;4;Kombi;Uygun;Bahçe Katý;1;Çankaya;925828;Lisans;0,7
1987;1987;465000;2;85;8;Merkezi(PayÖlçer);Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
2339;2339;850000;3;85;0;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
938;938;419000;4;120;22;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
2511;2511;239000;4;100;19;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
2280;2280;275000;4;119;20;Kombi;Uygun;6. Kat;1;Sincan;549108;Lise;1,44
2198;2198;385000;4;120;25;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
2074;2074;524000;4;130;25;Merkezi;Uygun;8. Kat;1;Keçiören;938565;Lise;1,43
2054;2054;2,59E+05;4;-61;15;Kombi;Uygun;Kot 1;2;Keçiören;938565;Lise;1,43
1779;1779;330000;4;120;7;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
219;219;235000;4;110;26;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
1732;1732;279000;4;110;25;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
4187;4187;355000;4;120;12;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
638;638;215000;3;100;25;Kombi;Uygun;Kot 2;1;Çankaya;925828;Lisans;0,7
2882;2882;590000;4;220;9;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
3696;3696;153000;3;65;30;Kombi;Uygun;Bahçe Katý;1;Keçiören;938565;Lise;1,43
3284;3284;369000;4;130;1;Kombi;Uygun;3. Kat;2;Sincan;549108;Lise;1,44
3499;3499;233000;4;115;19;Kombi;Uygun;1. Kat;1;Sincan;549108;Lise;1,44
250;250;7,00E+05;4;115;35;Merkezi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
1668;1668;1250000;5;281;0;Merkezi;Uygun deðil;21 ve üzeri;2;Çankaya;925828;Lisans;0,7
2044;2044;895000;4;90;2;Merkezi(PayÖlçer);Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
2251;2251;260000;4;90;25;Kombi;Uygun;Zemin;1;Çankaya;925828;Lisans;0,7
1294;1294;200000;4;135;2;Kombi;Uygun;5. Kat;2;Sincan;549108;Lise;1,44
1722;1722;320000;4;115;30;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
1339;1339;239000;4;115;20;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
613;613;610000;3;85;0;Kombi;Uygun;Bahçe Katý;1;Keçiören;938565;Lise;1,43
3109;3109;488000;5;150;19;Kombi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
2160;2160;269000;3;90;28;Kombi;Uygun;Kot 2;1;Keçiören;938565;Lise;1,43
2900;2900;409000;4;125;28;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3047;3047;262000;4;116;23;Kombi;Uygun;Kot 2;1;Keçiören;938565;Lise;1,43
3111;3111;280000;4;117;10;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
4200;4200;463000;5;160;0;Merkezi(PayÖlçer);Uygun;Zemin;2;Sincan;549108;Lise;1,44
3666;3666;579000;4;125;25;Merkezi;Uygun;6. Kat;1;Keçiören;938565;Lise;1,43
4760;4760;449000;2;55;7;Merkezi;Uygun deðil;8. Kat;1;Çankaya;925828;Lisans;0,7
1848;1848;415000;4;130;35;Merkezi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
4015;4015;450000;4;112;3;Merkezi(PayÖlçer);Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
454;454;615000;6;200;15;Kombi;Uygun;5. Kat;3;Keçiören;938565;Lise;1,43
2386;2386;349000;4;115;25;Merkezi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
2367;2367;375000;4;110;40;Kombi;Uygun;Kot 2;1;Keçiören;938565;Lise;1,43
4825;4825;549000;6;210;9;Kombi;Uygun;4. Kat;2;Keçiören;938565;Lise;1,43
2733;2733;214000;4;115;19;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
3206;3206;750000;5;130;8;Merkezi;Uygun;2. Kat;2;Keçiören;938565;Lise;1,43
67;67;294000;4;-92;25;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
2711;2711;875000;5;240;0;Kombi;Uygun;2. Kat;3;Keçiören;938565;Lise;1,43
2453;2453;408000;4;130;9;Kombi;Uygun;Yüksek Giriþ;2;Keçiören;938565;Lise;1,43
1671;1671;590000;4;-48;11;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
1540;1540;373000;4;105;25;Merkezi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
2765;2765;479000;4;125;23;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
2395;2395;340000;4;125;15;Kombi;Uygun;Giriþ Katý;1;Çankaya;925828;Lisans;0,7
3975;3975;5,70E+05;4;100;25;Merkezi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
3506;3506;625000;5;165;20;Kombi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
4649;4649;875000;5;220;0;Kombi;Uygun;2. Kat;3;Çankaya;925828;Lisans;0,7
2213;2213;1525000;4;140;4;Merkezi(PayÖlçer);Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
25;25;175000;3;110;18;Kombi;Uygun;1. Kat;1;Sincan;549108;Lise;1,44
2126;2126;490000;3;100;35;Kombi;Uygun;2. Kat;1;cankaya;925828;Lisans;0,7
2048;2048;575000;4;110;30;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
1321;1321;260000;3;75;37;Kombi;Uygun;Bahçe Katý;1;Çankaya;925828;Lisans;0,7
285;285;1040000;4;140;0;Kombi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
2985;2985;440000;4;124;36;Merkezi;Uygun;Giriþ Katý;1;Keçiören;938565;Lise;1,43
1257;1257;660000;4;140;15;Kombi;Uygun;Ara Kat;1;Çankaya;925828;Lisans;0,7
357;357;370000;4;117;0;Merkezi(PayÖlçer);Uygun;2. Kat;1;;549108;Lise;1,44
1883;1883;1595000;5;145;30;Kombi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
2745;2745;625000;3;90;18;Merkezi;Uygun;4. Kat;1;Çankaya;925828;Lisans;0,7
610;610;300000;4;90;25;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
2311;2311;9,00E+05;4;150;2;Kombi;Uygun;7. Kat;2;Çankaya;925828;Lisans;0,7
2201;2201;320000;3;80;0;Kombi;Uygun;Giriþ Katý;2;Çankaya;925828;Lisans;0,7
4169;4169;485000;4;135;15;Kombi;Uygun;8. Kat;2;Keçiören;938565;liS3;1,43
4286;4286;850000;8;270;3;Merkezi;Uygun;4. Kat;4;Çankaya;925828;Lisans;0,7
1507;1507;950000;4;130;0;Kombi;Uygun;Giriþ Katý;1;Çankaya;925828;Lisans;0,7
2568;2568;275000;4;130;10;Kombi;Uygun;1. Kat;1;Sincan;549108;Lise;1,44
1645;1645;450000;4;110;15;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
2661;2661;625000;4;120;20;Kombi;Uygun;En Üst Kat;2;Çankaya;925828;Lisans;0,7
31;31;2550000;5;225;0;Merkezi;Uygun;3. Kat;4;Keçiören;938565;Lise;1,43
2841;2841;325000;4;115;28;Merkezi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
3345;3345;387000;6;200;20;Kombi;Uygun;3. Kat;1;Mamak;669465;Lise;1,9
1565;1565;925000;4;135;0;Kombi;Uygun;4. Kat;2;Keçiören;938565;Lise;1,43
2224;2224;249000;4;105;28;Kombi;Uygun;Kot 2;1;Çankaya;925828;Lisans;0,7
3101;3101;269000;4;120;22;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
1182;1182;409000;4;125;28;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
1143;1143;345000;4;120;15;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
4232;4232;200000;4;100;35;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
494;494;650000;5;190;10;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
1075;1075;270000;4;110;30;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
203;203;340000;4;120;16;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
48;48;529000;5;240;18;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
3600;3600;315000;4;115;20;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
2980;2980;389000;4;125;0;Merkezi(PayÖlçer);Uygun deðil;4. Kat;2;Sincan;549108;liS3;1,44
1935;1935;1249000;5;200;0;Merkezi(PayÖlçer);Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
2072;2072;325000;4;110;35;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
1684;1684;440000;5;150;0;Kombi;Uygun;Yüksek Giriþ;3;Çankaya;925828;Lisans;0,7
2844;2844;460000;4;130;9;Kombi;Uygun;2. Kat;2;Çankaya;925828;Lisans;0,7
461;461;589000;4;120;19;Kombi;Uygun;1. Kat;2;Çankaya;925828;Lisans;0,7
4756;4756;4,93E+05;4;120;2;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
3924;3924;440000;4;100;35;Merkezi;Uygun;Giriþ Katý;1;Keçiören;938565;Lise;1,43
4678;4678;785000;3;92;0;Merkezi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
230;230;1025000;4;115;0;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
4769;4769;485000;2;80;5;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
3309;3309;490000;4;120;35;Merkezi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
4070;4070;725000;5;150;40;Merkezi;Uygun;Ara Kat;1;Keçiören;938565;Lise;1,43
396;396;430000;5;170;10;Kombi;Uygun;1. Kat;2;Çankaya;925828;Lisans;0,7
4781;4781;350000;4;110;13;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
4524;4524;1200000;5;180;12;Kombi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
4011;4011;4,50E+05;4;120;14;Kombi;;2. Kat;2;Keçiören;938565;Lise;1,43
3199;3199;1300000;5;175;0;Merkezi(PayÖlçer);Uygun;12. Kat;2;Keçiören;938565;Lise;1,43
1001;1001;499000;4;105;43;Merkezi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
300;300;539000;4;120;22;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
28;28;575000;4;125;15;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
4811;4811;2,20E+05;3;95;2;Merkezi(PayÖlçer);Uygun deðil;1. Kat;1;Sincan;549108;Lise;1,44
4329;4329;685000;5;170;0;Kombi;Uygun;Ara Kat;2;Keçiören;938565;liS3;1,43
3871;3871;390000;4;115;37;Kombi;Uygun;Kot 2;1;Keçiören;938565;Lise;1,43
4404;4404;585000;4;130;19;Merkezi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
361;361;440000;4;138;14;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
4654;4654;2,10E+06;6;285;18;Merkezi(PayÖlçer);Uygun;17. Kat;3;Keçiören;938565;Lise;1,43
905;905;475000;4;140;15;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
3848;3848;329000;4;125;13;Kombi;Uygun;Kot 1;2;Keçiören;938565;Lise;1,43
4134;4134;1275000;4;135;0;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
598;598;380000;3;75;50;Merkezi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
3565;3565;339000;4;120;16;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
471;471;425000;4;100;35;Merkezi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
1187;1187;290000;3;85;25;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
22;22;539000;4;120;22;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
1608;1608;595000;4;130;17;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
2910;2910;1090000;2;67;3;Merkezi(PayÖlçer);Uygun;4. Kat;1;Çankaya;925828;Lisans;0,7
3983;3983;1050000;7;340;0;Kombi;Uygun;5. Kat;4;Keçiören;938565;Lise;1,43
2520;2520;1950000;5;209;3;Merkezi(PayÖlçer);Uygun;6. Kat;2;Keçiören;938565;Lise;1,43
1392;1392;1500000;5;151;11;Kombi;Uygun;12. Kat;2;Çankaya;925828;Lisans;0,7
4133;4133;450000;4;120;0;Kombi;Uygun;1. Kat;2;Sincan;549108;Lise;1,44
4381;4381;187500;4;105;15;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
316;316;460000;3;80;40;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
4648;4648;430000;4;130;18;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
4071;4071;348000;3;95;28;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
611;611;345000;4;120;15;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
2281;2281;450000;4;120;15;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
2114;2114;269000;4;105;24;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
2645;2645;268000;3;95;25;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
